Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
United Kingdom,1 to 2 years,NA,C++; JavaScript; PHP,NA
China,1 to 2 years,NA,R; SQL; VBA,NA
United States,1 to 2 years,Web developer,CoffeeScript; JavaScript; Python; Ruby; SQL,1e5
United States,1 to 2 years,NA,C; JavaScript,NA
United States,1 to 2 years,NA,C#; JavaScript; VB.NET,NA
United States,1 to 2 years,NA,C; C++; Haskell,NA
United States,1 to 2 years,NA,JavaScript; Swift; VBA,NA
Germany,1 to 2 years,NA,JavaScript; PHP; SQL,NA
United States,1 to 2 years,NA,C++; C#; Python,NA
I prefer not to say,1 to 2 years,NA,C++; Java,NA
United States,1 to 2 years,NA,C#,NA
Kenya,1 to 2 years,NA,SQL; Visual Basic 6,NA
India,1 to 2 years,NA,C; Python,NA
Germany,1 to 2 years,NA,C++; Java; SQL,NA
United Kingdom,1 to 2 years,NA,NA,NA
Serbia,1 to 2 years,NA,VB.NET,NA
Canada,1 to 2 years,NA,C++; Python,NA
Mexico,1 to 2 years,Web developer; Database administrator,JavaScript; PHP; SQL,8520
France,1 to 2 years,NA,C; C++; C#; JavaScript; PHP; Python; SQL,NA
Philippines,1 to 2 years,NA,C; Java; JavaScript; PHP; SQL,NA
United Kingdom,1 to 2 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator,C++; C#; Java; JavaScript; R; SQL; VB.NET; VBA,NA
United Kingdom,1 to 2 years,Web developer,C++; JavaScript; Lua; Python; SQL,NA
India,1 to 2 years,NA,JavaScript; Python,NA
Qatar,1 to 2 years,NA,Python; Smalltalk,NA
Germany,1 to 2 years,NA,C++; JavaScript; PHP; Python; SQL,NA
Canada,1 to 2 years,NA,Java,NA
Slovak Republic,1 to 2 years,NA,C++; Java; JavaScript; Objective-C; PHP; SQL,NA
Canada,1 to 2 years,Desktop applications developer,Java,31060.6060606061
United States,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,Objective-C; PHP; SQL; Swift,NA
Australia,1 to 2 years,NA,C; Swift,NA
United States,1 to 2 years,NA,Assembly; C; C++; JavaScript,NA
India,1 to 2 years,Web developer; Systems administrator,JavaScript; PHP,2818.96931434444
India,1 to 2 years,NA,C; C++,NA
Netherlands,1 to 2 years,NA,JavaScript; PHP; SQL,NA
India,1 to 2 years,NA,C; C++; Lua; Python,NA
Hungary,1 to 2 years,NA,JavaScript; PHP,NA
United States,1 to 2 years,Web developer,Clojure; Java; JavaScript; PHP; Python; SQL,NA
Lithuania,1 to 2 years,NA,C++; Python,NA
Denmark,1 to 2 years,NA,Assembly; C; C++; JavaScript; Lua; Python,NA
Sweden,1 to 2 years,NA,C#; Java; PHP; SQL,NA
Poland,1 to 2 years,NA,C; C++; Java; JavaScript; Python; SQL,NA
United Kingdom,1 to 2 years,NA,JavaScript; Python; VB.NET,NA
Romania,1 to 2 years,Mobile developer; Quality assurance engineer,Java,NA
United States,1 to 2 years,Web developer; Graphics programming; Graphic designer; Other,JavaScript,NA
United States,1 to 2 years,NA,C++; Java,NA
Czech Republic,1 to 2 years,NA,C#; Java,NA
Canada,1 to 2 years,NA,Python; R; SQL,NA
Iran,1 to 2 years,Mobile developer,Java; Swift,NA
United States,1 to 2 years,Embedded applications/devices developer,Groovy; Java; JavaScript; Ruby; SQL,7e4
Canada,1 to 2 years,NA,Java; JavaScript; Python,NA
Australia,1 to 2 years,NA,Assembly; C++; C#; F#; Java; JavaScript; Python; VB.NET,NA
United Kingdom,1 to 2 years,Web developer,JavaScript; Python,43750
Turkey,1 to 2 years,NA,C,NA
Tunisia,1 to 2 years,Web developer,Java; JavaScript; PHP; Ruby; SQL,NA
Poland,1 to 2 years,NA,C++,NA
United Kingdom,1 to 2 years,Developer with a statistics or mathematics background,Groovy; Java; JavaScript,26875
United Kingdom,1 to 2 years,NA,Python,NA
Hong Kong,1 to 2 years,NA,Matlab; Python,NA
Israel,1 to 2 years,NA,NA,NA
Malaysia,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,JavaScript; Python,NA
Canada,1 to 2 years,NA,Assembly; C; C++; Haskell; Python,NA
India,1 to 2 years,NA,C; C#; Java; JavaScript; PHP; SQL,NA
Egypt,1 to 2 years,NA,C; Java,NA
India,1 to 2 years,NA,Java; JavaScript; SQL,NA
Australia,1 to 2 years,NA,C#,NA
United States,1 to 2 years,NA,C; C++; JavaScript; Lua; Python,NA
France,1 to 2 years,NA,C; C++; C#; JavaScript; Python; SQL; TypeScript,NA
Tanzania,1 to 2 years,NA,Assembly; Java; JavaScript; Perl; PHP; Python; SQL,NA
Japan,1 to 2 years,Systems administrator; DevOps specialist,JavaScript; Python; Ruby,30400.4169200035
United States,1 to 2 years,NA,JavaScript; Python; SQL,NA
Indonesia,1 to 2 years,NA,Java,NA
United States,1 to 2 years,NA,Java; JavaScript; PHP; Python; SQL,NA
United States,1 to 2 years,NA,JavaScript,NA
Kenya,1 to 2 years,NA,Assembly; C#; JavaScript; Objective-C; PHP; SQL,NA
United States,1 to 2 years,NA,C++; JavaScript; Rust,NA
Germany,1 to 2 years,NA,C; Java,NA
India,1 to 2 years,NA,C; C++; Java; JavaScript; PHP; Python; SQL,NA
Kenya,1 to 2 years,Web developer; Desktop applications developer,JavaScript,NA
United States,1 to 2 years,NA,Swift,NA
United States,1 to 2 years,NA,Python; R; SQL,NA
India,1 to 2 years,NA,C; C++; C#; Java,NA
United Arab Emirates,1 to 2 years,Web developer,JavaScript; PHP,817.438692098093
Nigeria,1 to 2 years,NA,C; C++; Java,NA
Mexico,1 to 2 years,NA,C; C++; C#,NA
Japan,1 to 2 years,NA,JavaScript; Python,NA
United States,1 to 2 years,NA,Java; Swift,NA
Netherlands,1 to 2 years,Web developer,JavaScript; Ruby; SQL; TypeScript,NA
Australia,1 to 2 years,NA,C; JavaScript; PHP; Python,NA
Chile,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,Java; JavaScript,NA
France,1 to 2 years,NA,NA,NA
Ghana,1 to 2 years,NA,C#; Java,NA
United States,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,C; C++; C#; Java; SQL,NA
United States,1 to 2 years,Web developer; Data scientist; Database administrator,Clojure; JavaScript; Ruby; SQL,NA
United States,1 to 2 years,Web developer,C#; Java; JavaScript; SQL,65e3
India,1 to 2 years,Web developer,JavaScript; PHP,NA
Egypt,1 to 2 years,NA,Java; Python; SQL; VB.NET,NA
Bulgaria,1 to 2 years,NA,JavaScript; PHP,NA
Iran,1 to 2 years,NA,C#; Java; Scala,NA
Canada,1 to 2 years,NA,NA,NA
Dominican Republic,1 to 2 years,NA,C; C++; C#; Python; SQL; Swift,NA
India,1 to 2 years,NA,Java; PHP; Python,NA
Colombia,1 to 2 years,NA,JavaScript,NA
Lithuania,1 to 2 years,NA,C++; Go,NA
United States,1 to 2 years,NA,C++; Java; JavaScript; Swift,NA
Egypt,1 to 2 years,Mobile developer; Developer with a statistics or mathematics background; Quality assurance engineer,Java; Matlab; PHP; SQL,2047
United States,1 to 2 years,Web developer; Mobile developer; Desktop applications developer,Java; JavaScript; Objective-C; PHP; SQL,NA
United States,1 to 2 years,NA,C; Java; Python,NA
United States,1 to 2 years,NA,JavaScript; Perl; Ruby; SQL,NA
United States,1 to 2 years,NA,Common Lisp,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,JavaScript; SQL,NA
Egypt,1 to 2 years,NA,Java; SQL,NA
Morocco,1 to 2 years,NA,Java; JavaScript; PHP; SQL,NA
Netherlands,1 to 2 years,NA,C; C++; C#; JavaScript; VB.NET; VBA,NA
Egypt,1 to 2 years,NA,Python,NA
United States,1 to 2 years,Embedded applications/devices developer; Database administrator,C++; C#; Python; SQL; VB.NET,35e3
India,1 to 2 years,Mobile developer,Java,NA
Chile,1 to 2 years,NA,JavaScript; PHP; Swift,NA
United States,1 to 2 years,Web developer; Desktop applications developer,C; C++; Java; JavaScript; Python,NA
Canada,1 to 2 years,NA,JavaScript,NA
Vietnam,1 to 2 years,NA,C; C++; C#; Java; Python,NA
Slovak Republic,1 to 2 years,NA,Python; Swift,NA
Belgium,1 to 2 years,NA,C#,NA
United States,1 to 2 years,NA,Python,NA
United States,1 to 2 years,NA,C; C++; C#; JavaScript; Ruby,NA
Romania,1 to 2 years,NA,C; C++; Java; JavaScript; PHP,NA
Ireland,1 to 2 years,NA,JavaScript; Ruby; SQL,NA
Kenya,1 to 2 years,NA,PHP; Python,NA
Ukraine,1 to 2 years,NA,C#; JavaScript; TypeScript,NA
United Kingdom,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,C++,NA
Germany,1 to 2 years,NA,JavaScript; PHP,NA
Albania,1 to 2 years,NA,C; C++; C#; Java; SQL,NA
India,1 to 2 years,Web developer; Mobile developer,JavaScript; PHP,557.921010130671
United States,1 to 2 years,Other,Assembly; C++; C#; Matlab,78e3
India,1 to 2 years,NA,C; Java; Python,NA
Bangladesh,1 to 2 years,NA,Java,NA
United States,1 to 2 years,NA,NA,NA
Denmark,1 to 2 years,NA,NA,NA
Bangladesh,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,Web developer,NA,NA
Italy,1 to 2 years,Web developer; Developer with a statistics or mathematics background,JavaScript; PHP; SQL,NA
United States,1 to 2 years,NA,Java; JavaScript; PHP,NA
United States,1 to 2 years,NA,C; Java; JavaScript; PHP; SQL,NA
Canada,1 to 2 years,NA,JavaScript; PHP; SQL,NA
United Kingdom,1 to 2 years,NA,Python; Ruby,NA
Ireland,1 to 2 years,NA,JavaScript; Perl; Python,NA
Poland,1 to 2 years,NA,C++; C#; VBA,NA
Poland,1 to 2 years,NA,Java; JavaScript,NA
Russian Federation,1 to 2 years,Web developer,CoffeeScript; JavaScript; Python; Ruby; SQL,668.337510442774
United States,1 to 2 years,NA,JavaScript; Python; R,NA
South Korea,1 to 2 years,NA,JavaScript,NA
Canada,1 to 2 years,NA,C#; Java; JavaScript; PHP; Python; SQL,NA
India,1 to 2 years,NA,Java; JavaScript; PHP; Python; SQL; Swift,NA
Ghana,1 to 2 years,NA,Java; JavaScript; PHP; SQL,NA
India,1 to 2 years,NA,C#; Java; JavaScript,NA
United States,1 to 2 years,NA,NA,NA
Colombia,1 to 2 years,NA,C#; Java; JavaScript; Python,NA
India,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,Python; SQL,NA
Afghanistan,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,C; C++; Java; JavaScript,NA
Greece,1 to 2 years,NA,NA,NA
Ghana,1 to 2 years,NA,Java; Python,NA
United States,1 to 2 years,Web developer; Developer with a statistics or mathematics background; Data scientist; DevOps specialist; Quality assurance engineer,Matlab; Python; R,4e4
Nigeria,1 to 2 years,NA,NA,NA
Pakistan,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,C; C#; Python,NA
United States,1 to 2 years,NA,SQL; VB.NET,NA
India,1 to 2 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer,Java; JavaScript; Python; SQL,NA
Kenya,1 to 2 years,NA,JavaScript,NA
United Kingdom,1 to 2 years,Mobile developer,Objective-C,NA
Canada,1 to 2 years,Web developer; Mobile developer; Quality assurance engineer,JavaScript; Python; Ruby; Swift,34090.9090909091
United Kingdom,1 to 2 years,Web developer,C#; JavaScript; SQL,NA
Poland,1 to 2 years,Web developer,JavaScript,NA
India,1 to 2 years,NA,Assembly; C; C++; Matlab; Python; R,NA
Iran,1 to 2 years,NA,C#; JavaScript; SQL,NA
Israel,1 to 2 years,Other,C#,NA
Canada,1 to 2 years,NA,JavaScript; PHP; SQL; VB.NET; Visual Basic 6,NA
United Kingdom,1 to 2 years,NA,Swift,NA
India,1 to 2 years,NA,JavaScript; PHP,NA
Canada,1 to 2 years,NA,C; C++; JavaScript; Python,NA
Canada,1 to 2 years,Mobile developer,Java; SQL,NA
Hungary,1 to 2 years,NA,C; C++; Swift,NA
Nigeria,1 to 2 years,Web developer,C++; JavaScript; Python; Swift,NA
France,1 to 2 years,NA,C; PHP; SQL,NA
Spain,1 to 2 years,NA,JavaScript; PHP; SQL,NA
United States,1 to 2 years,Web developer; Database administrator; Systems administrator,JavaScript; PHP; SQL; VBA,36400
United States,1 to 2 years,NA,C++; Java; JavaScript; Matlab; PHP,NA
United Kingdom,1 to 2 years,NA,Python; SQL,NA
Pakistan,1 to 2 years,Mobile developer,C#; Objective-C; Swift,NA
United States,1 to 2 years,Web developer,Java; JavaScript; Python,6e4
United States,1 to 2 years,NA,Assembly; C; Java; JavaScript,NA
Iran,1 to 2 years,Web developer,JavaScript; PHP; Scala; SQL,NA
United States,1 to 2 years,Developer with a statistics or mathematics background,Perl; Python,56e3
Nigeria,1 to 2 years,NA,Java; Python; SQL,NA
United Kingdom,1 to 2 years,NA,Java; PHP; SQL,NA
United States,1 to 2 years,NA,JavaScript,NA
India,1 to 2 years,NA,Java; JavaScript; PHP,NA
Israel,1 to 2 years,NA,C; Java,NA
India,1 to 2 years,NA,C; Java,NA
Spain,1 to 2 years,Web developer; Mobile developer,Java,NA
United States,1 to 2 years,NA,C++; Haskell; Java,NA
United Kingdom,1 to 2 years,NA,Java; SQL,NA
United Kingdom,1 to 2 years,NA,Java; JavaScript; SQL; VB.NET,NA
India,1 to 2 years,NA,Assembly; C#; Java; JavaScript; PHP; SQL,NA
Nigeria,1 to 2 years,NA,JavaScript,NA
Iran,1 to 2 years,NA,C++; Java; Python,NA
United States,1 to 2 years,NA,PHP; Python; SQL,NA
India,1 to 2 years,NA,C; C++; Java; Python,NA
Saudi Arabia,1 to 2 years,NA,C#; Java; SQL; VB.NET,NA
India,1 to 2 years,Mobile developer,C; C++; Java; JavaScript; PHP,NA
Germany,1 to 2 years,NA,Assembly; Java; SQL,NA
Philippines,1 to 2 years,NA,C; C#,NA
Germany,1 to 2 years,NA,JavaScript,NA
Austria,1 to 2 years,NA,C#; Haskell; Java; Perl; R; SQL; VB.NET,NA
Pakistan,1 to 2 years,NA,PHP,NA
India,1 to 2 years,NA,C; C++; SQL,NA
Canada,1 to 2 years,Web developer,JavaScript; Ruby,NA
China,1 to 2 years,NA,C; Common Lisp; Python,NA
United Kingdom,1 to 2 years,NA,Python,NA
United States,1 to 2 years,NA,C#; JavaScript; SQL,NA
United States,1 to 2 years,NA,C; Java; JavaScript; Python,NA
Australia,1 to 2 years,Web developer,JavaScript; Ruby,NA
India,1 to 2 years,NA,C; C++; Python,NA
Bulgaria,1 to 2 years,Web developer,C#; Go; JavaScript,1351.35135135135
Indonesia,1 to 2 years,NA,C; C++; C#; Java; SQL,NA
Cameroon,1 to 2 years,NA,C; Java; SQL,NA
United States,1 to 2 years,NA,C++; JavaScript; PHP; Python; SQL,NA
Australia,1 to 2 years,NA,JavaScript; Ruby,NA
Canada,1 to 2 years,NA,JavaScript; Python,NA
India,1 to 2 years,Web developer,JavaScript,NA
Slovenia,1 to 2 years,NA,C; Go; Java; JavaScript; PHP; Python; Ruby; SQL,NA
United States,1 to 2 years,NA,Java; Ruby,NA
United States,1 to 2 years,Web developer,JavaScript,8e4
Austria,1 to 2 years,NA,Java; JavaScript; Lua; PHP; SQL; VB.NET,NA
Canada,1 to 2 years,NA,C++; Python,NA
Greece,1 to 2 years,Web developer; Mobile developer; Graphic designer; Desktop applications developer; Database administrator,JavaScript; PHP; SQL,NA
Canada,1 to 2 years,NA,C#; JavaScript; PHP; SQL,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Graphic designer,NA,NA
United Kingdom,1 to 2 years,NA,JavaScript; Matlab; SQL; VBA; Visual Basic 6,NA
United States,1 to 2 years,NA,JavaScript; Lua,NA
Belgium,1 to 2 years,NA,PHP,NA
Germany,1 to 2 years,NA,Haskell; Java,NA
Nepal,1 to 2 years,Web developer,C++,NA
United Kingdom,1 to 2 years,NA,Assembly; C; Haskell; SQL,NA
Singapore,1 to 2 years,Web developer; Graphic designer; DevOps specialist,JavaScript; Ruby,NA
Bulgaria,1 to 2 years,NA,C#; PHP,NA
Indonesia,1 to 2 years,NA,Elixir; Haskell; JavaScript; PHP; R; SQL,NA
Canada,1 to 2 years,NA,Java; JavaScript,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Japan,1 to 2 years,NA,JavaScript; PHP,NA
Canada,1 to 2 years,NA,Python,NA
United States,1 to 2 years,NA,Python,NA
Jamaica,1 to 2 years,NA,Lua,NA
Romania,1 to 2 years,NA,C++; C#,NA
United States,1 to 2 years,NA,Java,NA
Australia,1 to 2 years,NA,C++; Java; Python; Ruby,NA
India,1 to 2 years,NA,C; C++; Java; JavaScript; PHP; Python; SQL,NA
Colombia,1 to 2 years,Web developer,JavaScript,NA
Costa Rica,1 to 2 years,NA,Java; JavaScript; SQL,NA
United States,1 to 2 years,NA,Elixir; Erlang; JavaScript; Ruby; SQL; VBA,NA
United States,1 to 2 years,Web developer,Groovy; Java; JavaScript; Ruby; SQL,6e4
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Costa Rica,1 to 2 years,NA,C; C++; C#; JavaScript; Python; SQL; Swift; VB.NET,NA
United Kingdom,1 to 2 years,NA,Assembly; C; C++; Matlab,NA
Canada,1 to 2 years,NA,JavaScript; Python,NA
Hungary,1 to 2 years,NA,C++; Java; SQL,NA
Romania,1 to 2 years,Web developer,JavaScript; PHP; SQL,NA
United States,1 to 2 years,Web developer,Java; JavaScript; Python; Ruby,NA
United Kingdom,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer,JavaScript; PHP,NA
United Kingdom,1 to 2 years,NA,Java; Python; Scala; SQL,NA
Austria,1 to 2 years,NA,Python,NA
United Kingdom,1 to 2 years,NA,C++; C#; Java; SQL,NA
South Korea,1 to 2 years,NA,C; C++; Python,NA
United States,1 to 2 years,NA,C#; R; SQL,NA
Brazil,1 to 2 years,NA,C; Java; JavaScript; Matlab; Python; R; SQL,NA
United States,1 to 2 years,NA,Java; JavaScript,NA
Albania,1 to 2 years,Web developer; Database administrator,JavaScript; PHP; SQL,NA
United States,1 to 2 years,NA,C++; C#,NA
Poland,1 to 2 years,NA,C; C++; C#; Java; SQL,NA
India,1 to 2 years,NA,C; C++; JavaScript; PHP; SQL,NA
United States,1 to 2 years,Mobile developer,NA,NA
United States,1 to 2 years,NA,C#; F#; Java; JavaScript; Python; TypeScript; VB.NET,NA
Mexico,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Italy,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,C,NA
South Africa,1 to 2 years,NA,JavaScript,NA
India,1 to 2 years,NA,C; C++; Java; JavaScript,NA
Germany,1 to 2 years,NA,Java; JavaScript; Python; Rust,NA
United States,1 to 2 years,NA,VBA,NA
Croatia,1 to 2 years,NA,C#; Java,NA
France,1 to 2 years,NA,C,NA
Sweden,1 to 2 years,NA,Assembly; C++; Java; Python,NA
United States,1 to 2 years,NA,Python,NA
France,1 to 2 years,NA,JavaScript; PHP,NA
Kenya,1 to 2 years,NA,JavaScript; PHP; Python; SQL,NA
Belgium,1 to 2 years,NA,Java; JavaScript; PHP; Python; SQL; TypeScript,NA
United States,1 to 2 years,NA,Java,NA
Australia,1 to 2 years,NA,Python; R,NA
Germany,1 to 2 years,Web developer; Mobile developer; Desktop applications developer,C; C++; C#; Groovy; Java; JavaScript; PHP; Python; SQL,NA
Bangladesh,1 to 2 years,NA,PHP; SQL,NA
Russian Federation,1 to 2 years,Web developer,C++; Java; JavaScript; Perl; PHP; Python; SQL,NA
United States,1 to 2 years,NA,C; C++; Java; JavaScript,NA
United Kingdom,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,Web developer,C#; JavaScript; SQL,NA
Dominican Republic,1 to 2 years,NA,C#; PHP; Ruby; SQL,NA
United States,1 to 2 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,JavaScript; PHP; Python; Ruby; SQL,6e4
Latvia,1 to 2 years,NA,C++; C#; Java,NA
Italy,1 to 2 years,NA,NA,NA
Tunisia,1 to 2 years,NA,C; C++; Java; JavaScript; Matlab; PHP; Python; SQL,NA
United States,1 to 2 years,NA,Java; JavaScript; PHP; SQL,NA
United States,1 to 2 years,Web developer,Java; JavaScript; Ruby; SQL,NA
United States,1 to 2 years,NA,Java,NA
India,1 to 2 years,NA,JavaScript,NA
United States,1 to 2 years,NA,C; Python,NA
Hong Kong,1 to 2 years,NA,CoffeeScript; Java; JavaScript; Objective-C; PHP; Python; SQL; TypeScript,NA
United Kingdom,1 to 2 years,Web developer,C#; Java; JavaScript; SQL,NA
Cambodia,1 to 2 years,NA,NA,NA
Aland Islands,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Algeria,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer; Mobile developer,PHP; SQL,NA
Ethiopia,1 to 2 years,NA,C#; Java; Swift; Visual Basic 6,NA
Comoros,1 to 2 years,NA,Assembly; CoffeeScript; Matlab; PHP; Smalltalk; SQL; VB.NET; VBA; Visual Basic 6,NA
Italy,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,Embedded applications/devices developer,NA,NA
Latvia,1 to 2 years,Web developer; Mobile developer; Machine learning specialist; Desktop applications developer; Database administrator,NA,NA
United States,1 to 2 years,NA,NA,NA
Portugal,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,NA,JavaScript; R,NA
France,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,Desktop applications developer,NA,NA
Germany,1 to 2 years,NA,JavaScript; TypeScript,NA
Germany,1 to 2 years,NA,C++; Perl; Python; SQL,NA
India,1 to 2 years,Desktop applications developer,NA,1761.85582146528
Myanmar,1 to 2 years,Web developer; Developer with a statistics or mathematics background,JavaScript; PHP; SQL,NA
New Zealand,1 to 2 years,NA,JavaScript; Perl; Python,NA
Germany,1 to 2 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer; Systems administrator,C++; C#; Java; JavaScript; PHP,NA
India,1 to 2 years,NA,Java; JavaScript; PHP; SQL,NA
Denmark,1 to 2 years,NA,C#,NA
India,1 to 2 years,Other,C; C++; Java,NA
India,1 to 2 years,Mobile developer,Objective-C; Ruby; Swift,NA
Nigeria,1 to 2 years,NA,JavaScript; PHP; Python; VBA,NA
United Kingdom,1 to 2 years,NA,C#; Java; Lua; PHP,NA
Canada,1 to 2 years,Web developer,JavaScript; TypeScript,NA
India,1 to 2 years,NA,C; C++; Python; R; Scala; SQL,NA
Germany,1 to 2 years,NA,Python,NA
United Kingdom,1 to 2 years,Web developer,Ruby,37500
Denmark,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Developer with a statistics or mathematics background; Desktop applications developer,C++; Matlab; R,NA
