Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
India,1 to 2 years,Mobile developer,NA,2114.22698575833
Pakistan,1 to 2 years,NA,NA,NA
Ireland,1 to 2 years,NA,NA,NA
Greece,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Virgin Islands (British),1 to 2 years,NA,NA,NA
Australia,1 to 2 years,Web developer,NA,87121.2121212121
India,1 to 2 years,Data scientist,NA,NA
Ireland,1 to 2 years,NA,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
China,1 to 2 years,Data scientist,NA,NA
Sweden,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Spain,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Brazil,1 to 2 years,NA,NA,NA
Israel,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,NA,NA
Algeria,1 to 2 years,NA,NA,NA
Italy,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Germany,1 to 2 years,Desktop applications developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
China,1 to 2 years,NA,Java,NA
United States,1 to 2 years,Other,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
Lithuania,1 to 2 years,Web developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer; Desktop applications developer,NA,NA
Philippines,1 to 2 years,NA,NA,NA
Nigeria,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Iran,1 to 2 years,Mobile developer,NA,NA
Indonesia,1 to 2 years,Web developer; Developer with a statistics or mathematics background; Graphic designer; Database administrator; Systems administrator,NA,NA
Israel,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Iran,1 to 2 years,NA,NA,NA
Philippines,1 to 2 years,Web developer,NA,NA
South Africa,1 to 2 years,Web developer; Desktop applications developer,NA,NA
India,1 to 2 years,NA,NA,NA
Japan,1 to 2 years,Web developer,NA,NA
Hungary,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Indonesia,1 to 2 years,NA,NA,NA
Bulgaria,1 to 2 years,NA,NA,NA
Poland,1 to 2 years,Web developer,NA,NA
Austria,1 to 2 years,NA,NA,NA
Turkey,1 to 2 years,Other,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
South Korea,1 to 2 years,NA,NA,NA
Jamaica,1 to 2 years,NA,NA,NA
Malaysia,1 to 2 years,NA,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
Lithuania,1 to 2 years,NA,NA,NA
Vietnam,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
Turkey,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
Sweden,1 to 2 years,NA,NA,NA
Cambodia,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,NA,NA,NA
Sri Lanka,1 to 2 years,Database administrator,NA,NA
Argentina,1 to 2 years,NA,NA,NA
Kenya,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Russian Federation,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Switzerland,1 to 2 years,NA,NA,NA
China,1 to 2 years,NA,NA,NA
Switzerland,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Kenya,1 to 2 years,NA,NA,NA
Croatia,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Turkey,1 to 2 years,NA,NA,NA
Italy,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,NA,NA,NA
Russian Federation,1 to 2 years,Mobile developer,NA,NA
France,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Cambodia,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Uganda,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer,NA,NA
France,1 to 2 years,NA,NA,NA
Iran,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
India,1 to 2 years,Other,NA,NA
Canada,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer; Mobile developer,NA,NA
India,1 to 2 years,Web developer; Mobile developer,NA,NA
Slovenia,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
Spain,1 to 2 years,NA,NA,NA
Nigeria,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Japan,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Poland,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
New Zealand,1 to 2 years,Web developer; Desktop applications developer; DevOps specialist,NA,NA
Poland,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,NA,NA,NA
Ireland,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Malaysia,1 to 2 years,NA,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
Uzbekistan,1 to 2 years,NA,NA,NA
Hungary,1 to 2 years,Web developer; Data scientist,NA,1718.6264737222
India,1 to 2 years,Desktop applications developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Other,NA,NA
Australia,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Brazil,1 to 2 years,Mobile developer,NA,NA
Romania,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Russian Federation,1 to 2 years,Mobile developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Philippines,1 to 2 years,NA,NA,NA
Italy,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
Aland Islands,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,Web developer; Machine learning specialist; Desktop applications developer,NA,NA
India,1 to 2 years,NA,NA,NA
Qatar,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer; Graphic designer; Systems administrator,NA,NA
United States,1 to 2 years,Web developer,NA,NA
France,1 to 2 years,NA,NA,NA
Ghana,1 to 2 years,Web developer; Mobile developer; Desktop applications developer; DevOps specialist,NA,NA
India,1 to 2 years,Web developer,NA,0.0587285273821759
Brazil,1 to 2 years,NA,NA,NA
Czech Republic,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Hong Kong,1 to 2 years,Web developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
Canada,1 to 2 years,NA,NA,NA
Pakistan,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,Other,NA,NA
United States,1 to 2 years,Web developer; Graphics programming; Graphic designer,NA,NA
India,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Pakistan,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Turkey,1 to 2 years,Web developer; Mobile developer; Machine learning specialist; Developer with a statistics or mathematics background,NA,NA
India,1 to 2 years,Web developer,NA,NA
France,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Peru,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,Web developer; Mobile developer; Desktop applications developer,NA,NA
Kenya,1 to 2 years,NA,NA,NA
I prefer not to say,1 to 2 years,NA,NA,NA
Denmark,1 to 2 years,NA,NA,NA
South Korea,1 to 2 years,NA,NA,NA
Egypt,1 to 2 years,Mobile developer; Embedded applications/devices developer; Desktop applications developer,NA,NA
Sweden,1 to 2 years,NA,NA,NA
India,1 to 2 years,Database administrator,NA,NA
Ukraine,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Iran,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer; Mobile developer,NA,NA
Azerbaidjan,1 to 2 years,Web developer; Mobile developer; Quality assurance engineer,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Pakistan,1 to 2 years,NA,NA,NA
Iran,1 to 2 years,NA,NA,NA
Pakistan,1 to 2 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator,NA,NA
Vietnam,1 to 2 years,NA,NA,NA
Brazil,1 to 2 years,Mobile developer; Graphics programming; Desktop applications developer; DevOps specialist,NA,414.012738853503
India,1 to 2 years,Mobile developer,NA,NA
India,1 to 2 years,Web developer; Mobile developer; Desktop applications developer,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,Desktop applications developer,NA,NA
Spain,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Norway,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
Philippines,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Poland,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Belgium,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Pakistan,1 to 2 years,NA,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Quality assurance engineer,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Brazil,1 to 2 years,NA,NA,NA
Egypt,1 to 2 years,NA,NA,NA
Moldavia,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Rwanda,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Moldavia,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Pakistan,1 to 2 years,Web developer; Graphics programming; Graphic designer; Database administrator; Systems administrator; DevOps specialist,NA,NA
Taiwan,1 to 2 years,NA,NA,NA
Bulgaria,1 to 2 years,Web developer,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer; Data scientist,NA,NA
Germany,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,Web developer,NA,NA
Israel,1 to 2 years,NA,NA,NA
United Arab Emirates,1 to 2 years,NA,NA,NA
Turkey,1 to 2 years,Mobile developer,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
Moldavia,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
China,1 to 2 years,NA,NA,NA
Philippines,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Russian Federation,1 to 2 years,Desktop applications developer,NA,NA
Iran,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,Web developer,NA,NA
South Africa,1 to 2 years,Web developer; Desktop applications developer; Database administrator,NA,NA
United States,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Austria,1 to 2 years,NA,NA,NA
Bangladesh,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
India,1 to 2 years,NA,NA,NA
Portugal,1 to 2 years,NA,NA,NA
I prefer not to say,1 to 2 years,NA,NA,NA
Ireland,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Egypt,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Bulgaria,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Nepal,1 to 2 years,NA,NA,NA
Croatia,1 to 2 years,NA,NA,NA
Slovak Republic,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Israel,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
France,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Uzbekistan,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Vietnam,1 to 2 years,Web developer; Desktop applications developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background,NA,NA
Germany,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,Mobile developer,NA,NA
Germany,1 to 2 years,NA,NA,NA
Ukraine,1 to 2 years,Mobile developer,NA,NA
India,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Portugal,1 to 2 years,NA,NA,NA
Poland,1 to 2 years,NA,NA,NA
Chile,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
Germany,1 to 2 years,NA,NA,NA
Spain,1 to 2 years,NA,NA,NA
Sweden,1 to 2 years,NA,NA,NA
France,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,Web developer; Mobile developer; Embedded applications/devices developer; Data scientist; Graphic designer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
Haiti,1 to 2 years,NA,NA,NA
Bangladesh,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Bosnia-Herzegovina,1 to 2 years,NA,NA,NA
Norway,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer,NA,NA
Kenya,1 to 2 years,Mobile developer,NA,NA
India,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Puerto Rico,1 to 2 years,Data scientist,NA,NA
United States,1 to 2 years,Web developer,NA,NA
Austria,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Poland,1 to 2 years,Web developer; Quality assurance engineer,NA,NA
Albania,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background,NA,NA
South Korea,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Uruguay,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Italy,1 to 2 years,Web developer,NA,NA
United Arab Emirates,1 to 2 years,Web developer; Desktop applications developer; Database administrator; Systems administrator,NA,NA
Croatia,1 to 2 years,Web developer,NA,NA
Singapore,1 to 2 years,NA,NA,NA
Malaysia,1 to 2 years,Quality assurance engineer,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
South Korea,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,Web developer,NA,5
Sri Lanka,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Czech Republic,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
China,1 to 2 years,NA,NA,NA
Mexico,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background,NA,NA
France,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Indonesia,1 to 2 years,NA,NA,NA
India,1 to 2 years,Data scientist,NA,NA
Canada,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
Chile,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,Web developer; Desktop applications developer,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
India,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
Philippines,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Poland,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,Other,NA,NA
United Arab Emirates,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer; Mobile developer,NA,NA
United Kingdom,1 to 2 years,Web developer,NA,66250
India,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Belgium,1 to 2 years,NA,NA,NA
Indonesia,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Bangladesh,1 to 2 years,Web developer; Graphics programming; Graphic designer,NA,NA
I prefer not to say,1 to 2 years,NA,NA,NA
Nepal,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Mobile developer,NA,NA
India,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Hong Kong,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
Ghana,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Thailand,1 to 2 years,Graphic designer,NA,NA
India,1 to 2 years,Web developer,NA,NA
Poland,1 to 2 years,Web developer,NA,NA
India,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
South Africa,1 to 2 years,NA,NA,NA
Netherlands,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,Web developer; Mobile developer; Graphics programming; Machine learning specialist; Developer with a statistics or mathematics background; Systems administrator; Quality assurance engineer,NA,NA
Pakistan,1 to 2 years,Data scientist,NA,NA
India,1 to 2 years,Web developer,NA,NA
Bangladesh,1 to 2 years,NA,NA,NA
India,1 to 2 years,Developer with a statistics or mathematics background,NA,NA
Philippines,1 to 2 years,NA,NA,NA
Switzerland,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
Israel,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,NA,NA
Philippines,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Ghana,1 to 2 years,NA,NA,NA
Canada,1 to 2 years,NA,NA,NA
Hong Kong,1 to 2 years,NA,NA,NA
South Korea,1 to 2 years,NA,NA,NA
United Kingdom,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
Armenia,1 to 2 years,NA,NA,NA
Russian Federation,1 to 2 years,NA,NA,NA
Albania,1 to 2 years,NA,NA,NA
Croatia,1 to 2 years,NA,NA,NA
Bhutan,1 to 2 years,NA,NA,NA
Ghana,1 to 2 years,Web developer; Machine learning specialist,NA,NA
Iran,1 to 2 years,NA,NA,NA
United States,1 to 2 years,Web developer,NA,NA
Guatemala,1 to 2 years,NA,NA,NA
Bulgaria,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
Romania,1 to 2 years,NA,NA,NA
France,1 to 2 years,NA,NA,NA
India,1 to 2 years,Other,NA,NA
France,1 to 2 years,NA,NA,NA
Australia,1 to 2 years,NA,NA,NA
Germany,1 to 2 years,NA,NA,NA
India,1 to 2 years,NA,NA,NA
India,1 to 2 years,Web developer,NA,NA
United States,1 to 2 years,NA,NA,NA
Poland,1 to 2 years,Web developer; Machine learning specialist,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
United States,1 to 2 years,NA,NA,NA
